Czas_Rejestracji;Liczba_Wolnych_Miejsc;Liczba_Poj_Wjezdzajacych;Liczba_Poj_Wyjezdzajacych;Nazwa
2016-11-28 19:00:01.820;103;0;1;ul. św. Antoniego
2016-11-28 19:00:32.557;465;0;0;Renoma
2016-11-28 19:05:00.017;270;2;3;Nowy Targ
2016-11-28 19:05:01.607;104;1;2;ul. św. Antoniego
2016-11-28 19:05:02.157;791;0;0;Parking Hala Stulecia
2016-11-28 19:10:00.023;270;1;1;Nowy Targ
2016-11-28 19:10:01.500;100;3;1;ul. św. Antoniego
2016-11-28 19:10:01.700;791;0;0;Parking Hala Stulecia
2016-11-28 19:10:32.473;450;0;0;Renoma
2016-11-28 19:15:00.020;271;2;3;Nowy Targ
2016-11-28 19:15:01.247;97;2;1;ul. św. Antoniego
2016-11-28 19:15:01.523;791;0;0;Parking Hala Stulecia
2016-11-28 19:20:00.020;274;0;3;Nowy Targ
2016-11-28 19:20:01.367;791;0;0;Parking Hala Stulecia
2016-11-28 19:20:02.097;93;2;0;ul. św. Antoniego
2016-11-28 19:20:20.800;390;0;0;Renoma
2016-11-28 19:25:00.013;276;1;3;Nowy Targ
2016-11-28 19:25:01.933;90;3;2;ul. św. Antoniego
2016-11-28 19:25:02.063;791;0;0;Parking Hala Stulecia
2016-11-28 19:30:00.017;277;4;5;Nowy Targ
2016-11-28 19:30:01.787;791;0;0;Parking Hala Stulecia
2016-11-28 19:30:02.050;88;1;0;ul. św. Antoniego
2016-11-28 19:30:20.747;428;0;0;Renoma
