Czas_Rejestracji;Liczba_Wolnych_Miejsc;Liczba_Poj_Wjezdzajacych;Liczba_Poj_Wyjezdzajacych;Nazwa
2016-11-27 21:20:01.613;100;0;0;ul. św. Antoniego
2016-11-27 21:20:55.303;439;0;0;Renoma
2016-11-27 21:25:00.013;257;0;3;Nowy Targ
2016-11-27 21:25:01.350;100;0;0;ul. św. Antoniego
2016-11-27 21:25:02.037;777;0;8;Parking Hala Stulecia
2016-11-27 21:30:00.013;258;0;1;Nowy Targ
2016-11-27 21:30:01.807;781;0;4;Parking Hala Stulecia
2016-11-27 21:30:02.117;100;0;0;ul. św. Antoniego
2016-11-27 21:30:54.753;477;0;0;Renoma
2016-11-27 21:35:00.013;257;1;0;Nowy Targ
2016-11-27 21:35:01.660;785;0;4;Parking Hala Stulecia
2016-11-27 21:35:01.847;100;0;0;ul. św. Antoniego
2016-11-27 21:40:00.017;257;1;1;Nowy Targ
2016-11-27 21:40:01.390;789;0;4;Parking Hala Stulecia
2016-11-27 21:40:01.723;100;0;0;ul. św. Antoniego
2016-11-27 21:40:54.530;440;0;0;Renoma
2016-11-27 21:45:00.020;259;1;3;Nowy Targ
2016-11-27 21:45:01.530;100;0;0;ul. św. Antoniego
2016-11-27 21:45:02.207;790;0;1;Parking Hala Stulecia
2016-11-27 21:50:00.017;259;0;0;Nowy Targ
2016-11-27 21:50:01.367;100;0;0;ul. św. Antoniego
2016-11-27 21:50:02.063;791;0;1;Parking Hala Stulecia
2016-11-27 21:50:54.020;512;0;0;Renoma
2016-11-27 21:55:00.017;259;1;1;Nowy Targ
2016-11-27 21:55:01.853;791;0;0;Parking Hala Stulecia
2016-11-27 21:55:02.047;102;0;1;ul. św. Antoniego
2016-11-27 22:00:00.023;261;0;2;Nowy Targ
2016-11-27 22:00:01.563;791;0;0;Parking Hala Stulecia
2016-11-27 22:00:01.817;104;0;1;ul. św. Antoniego
2016-11-27 22:00:53.877;466;0;0;Renoma
2016-11-27 22:05:00.017;262;0;1;Nowy Targ
2016-11-27 22:05:01.260;791;0;0;Parking Hala Stulecia
2016-11-27 22:05:01.607;106;0;1;ul. św. Antoniego
2016-11-27 22:10:00.017;263;0;1;Nowy Targ
2016-11-27 22:10:01.460;110;0;2;ul. św. Antoniego
2016-11-27 22:10:02.067;791;0;0;Parking Hala Stulecia
2016-11-27 22:10:54.120;486;0;0;Renoma
2016-11-27 22:15:00.013;264;0;1;Nowy Targ
2016-11-27 22:15:01.200;111;1;1;ul. św. Antoniego
2016-11-27 22:15:01.690;791;0;0;Parking Hala Stulecia
2016-11-27 22:20:00.023;269;1;6;Nowy Targ
2016-11-27 22:20:01.523;791;0;0;Parking Hala Stulecia
2016-11-27 22:20:02.113;111;0;0;ul. św. Antoniego
2016-11-27 22:20:53.677;438;0;0;Renoma
2016-11-27 22:25:00.017;269;2;2;Nowy Targ
2016-11-27 22:25:01.920;111;0;0;ul. św. Antoniego
2016-11-27 22:25:02.097;791;0;0;Parking Hala Stulecia
2016-11-27 22:30:00.017;269;0;0;Nowy Targ
2016-11-27 22:30:01.737;111;0;0;ul. św. Antoniego
2016-11-27 22:30:02.053;791;0;0;Parking Hala Stulecia
2016-11-27 22:30:53.803;433;0;0;Renoma
2016-11-27 22:35:00.017;270;0;1;Nowy Targ
2016-11-27 22:35:01.570;115;0;2;ul. św. Antoniego
2016-11-27 22:35:01.930;791;0;0;Parking Hala Stulecia
2016-11-27 22:40:00.017;273;0;3;Nowy Targ
2016-11-27 22:40:01.433;115;0;0;ul. św. Antoniego
2016-11-27 22:40:01.727;791;0;0;Parking Hala Stulecia
2016-11-27 22:40:53.293;441;0;0;Renoma
2016-11-27 22:45:00.070;276;0;3;Nowy Targ
2016-11-27 22:45:01.240;117;0;1;ul. św. Antoniego
2016-11-27 22:45:01.523;790;1;0;Parking Hala Stulecia
2016-11-27 22:50:00.013;276;0;0;Nowy Targ
2016-11-27 22:50:01.417;790;0;0;Parking Hala Stulecia
2016-11-27 22:50:02.100;117;0;0;ul. św. Antoniego
2016-11-27 22:50:52.777;466;0;0;Renoma
2016-11-27 22:55:00.017;279;0;3;Nowy Targ
2016-11-27 22:55:01.833;117;0;0;ul. św. Antoniego
2016-11-27 22:55:02.097;790;0;0;Parking Hala Stulecia
2016-11-27 23:00:00.027;279;0;0;Nowy Targ
2016-11-27 23:00:01.727;117;0;0;ul. św. Antoniego
2016-11-27 23:00:02.097;790;0;0;Parking Hala Stulecia
2016-11-27 23:00:52.430;456;0;0;Renoma
2016-11-27 23:05:00.017;279;0;0;Nowy Targ
2016-11-27 23:05:01.517;117;0;0;ul. św. Antoniego
2016-11-27 23:05:01.943;791;0;1;Parking Hala Stulecia
2016-11-27 23:10:00.017;279;0;0;Nowy Targ
2016-11-27 23:10:01.267;117;0;0;ul. św. Antoniego
2016-11-27 23:10:01.703;791;0;0;Parking Hala Stulecia
2016-11-27 23:10:52.127;484;0;0;Renoma
2016-11-27 23:15:00.033;280;0;1;Nowy Targ
2016-11-27 23:15:01.383;791;0;0;Parking Hala Stulecia
2016-11-27 23:15:01.973;117;0;0;ul. św. Antoniego
2016-11-27 23:20:00.020;280;0;0;Nowy Targ
2016-11-27 23:20:01.790;117;0;0;ul. św. Antoniego
2016-11-27 23:20:02.133;791;0;0;Parking Hala Stulecia
2016-11-27 23:20:51.697;505;0;0;Renoma
2016-11-27 23:25:00.013;281;0;1;Nowy Targ
2016-11-27 23:25:01.630;119;0;1;ul. św. Antoniego
2016-11-27 23:25:01.907;791;0;0;Parking Hala Stulecia
2016-11-27 23:30:00.017;281;0;0;Nowy Targ
2016-11-27 23:30:01.410;121;0;1;ul. św. Antoniego
2016-11-27 23:30:01.737;791;0;0;Parking Hala Stulecia
2016-11-27 23:30:51.437;469;0;0;Renoma
2016-11-27 23:35:00.020;282;0;1;Nowy Targ
2016-11-27 23:35:01.330;121;0;0;ul. św. Antoniego
2016-11-27 23:35:01.653;791;0;0;Parking Hala Stulecia
2016-11-27 23:40:00.020;282;0;0;Nowy Targ
2016-11-27 23:40:01.393;791;0;0;Parking Hala Stulecia
2016-11-27 23:40:02.117;123;0;1;ul. św. Antoniego
2016-11-27 23:40:50.827;508;0;0;Renoma
2016-11-27 23:45:00.017;282;0;0;Nowy Targ
2016-11-27 23:45:01.907;123;0;0;ul. św. Antoniego
2016-11-27 23:45:02.137;791;0;0;Parking Hala Stulecia
2016-11-27 23:50:00.017;284;0;2;Nowy Targ
2016-11-27 23:50:01.677;123;0;0;ul. św. Antoniego
2016-11-27 23:50:01.947;791;0;0;Parking Hala Stulecia
2016-11-27 23:50:50.343;457;0;0;Renoma
2016-11-27 23:55:00.017;285;0;1;Nowy Targ
2016-11-27 23:55:01.503;123;0;0;ul. św. Antoniego
2016-11-27 23:55:01.870;791;0;0;Parking Hala Stulecia
2016-11-28 00:00:00.020;285;0;0;Nowy Targ
2016-11-28 00:00:01.357;123;0;0;ul. św. Antoniego
2016-11-28 00:00:01.593;790;1;0;Parking Hala Stulecia
2016-11-28 00:00:49.990;459;0;0;Renoma
2016-11-28 00:05:00.013;285;0;0;Nowy Targ
2016-11-28 00:05:01.883;791;0;1;Parking Hala Stulecia
2016-11-28 00:05:02.057;123;0;0;ul. św. Antoniego
2016-11-28 00:10:00.017;285;0;0;Nowy Targ
2016-11-28 00:10:01.740;791;0;0;Parking Hala Stulecia
2016-11-28 00:10:01.907;121;1;0;ul. św. Antoniego
2016-11-28 00:10:49.447;485;0;0;Renoma
2016-11-28 00:15:00.013;285;0;0;Nowy Targ
2016-11-28 00:15:01.413;791;0;0;Parking Hala Stulecia
2016-11-28 00:15:01.727;121;0;0;ul. św. Antoniego
2016-11-28 00:20:00.017;285;0;0;Nowy Targ
2016-11-28 00:20:01.517;121;0;0;ul. św. Antoniego
2016-11-28 00:20:02.183;791;0;0;Parking Hala Stulecia
2016-11-28 00:20:48.883;482;0;0;Renoma
2016-11-28 00:25:00.017;285;0;0;Nowy Targ
2016-11-28 00:25:01.343;121;0;0;ul. św. Antoniego
2016-11-28 00:25:01.977;791;0;0;Parking Hala Stulecia
2016-11-28 00:30:00.017;285;0;0;Nowy Targ
2016-11-28 00:30:01.153;121;0;0;ul. św. Antoniego
2016-11-28 00:30:01.653;791;0;0;Parking Hala Stulecia
2016-11-28 00:30:49.007;449;0;0;Renoma
2016-11-28 00:35:00.017;285;0;0;Nowy Targ
2016-11-28 00:35:01.460;791;0;0;Parking Hala Stulecia
2016-11-28 00:35:02.120;121;0;0;ul. św. Antoniego
2016-11-28 00:40:00.017;285;0;0;Nowy Targ
2016-11-28 00:40:01.937;121;0;0;ul. św. Antoniego
2016-11-28 00:40:02.160;791;0;0;Parking Hala Stulecia
2016-11-28 00:40:48.793;496;0;0;Renoma
2016-11-28 00:45:00.017;285;0;0;Nowy Targ
2016-11-28 00:45:01.750;121;0;0;ul. św. Antoniego
2016-11-28 00:45:02.040;791;0;0;Parking Hala Stulecia
2016-11-28 00:50:00.017;285;0;0;Nowy Targ
2016-11-28 00:50:01.517;121;0;0;ul. św. Antoniego
2016-11-28 00:50:01.907;791;0;0;Parking Hala Stulecia
2016-11-28 00:50:48.227;493;0;0;Renoma
2016-11-28 00:55:00.017;285;0;0;Nowy Targ
2016-11-28 00:55:01.247;121;0;0;ul. św. Antoniego
2016-11-28 00:55:01.700;791;0;0;Parking Hala Stulecia
2016-11-28 01:00:00.057;285;0;0;Nowy Targ
2016-11-28 01:00:01.167;121;0;0;ul. św. Antoniego
2016-11-28 01:00:01.987;791;0;0;Parking Hala Stulecia
2016-11-28 01:00:47.883;523;0;0;Renoma
2016-11-28 01:05:00.017;285;0;0;Nowy Targ
2016-11-28 01:05:01.250;121;0;0;ul. św. Antoniego
2016-11-28 01:05:01.703;791;0;0;Parking Hala Stulecia
2016-11-28 01:10:00.020;285;0;0;Nowy Targ
2016-11-28 01:10:01.157;121;0;0;ul. św. Antoniego
2016-11-28 01:10:01.440;791;0;0;Parking Hala Stulecia
2016-11-28 01:10:47.390;495;0;0;Renoma
2016-11-28 01:15:00.107;285;0;0;Nowy Targ
2016-11-28 01:15:01.360;121;0;0;ul. św. Antoniego
2016-11-28 01:15:02.183;791;0;0;Parking Hala Stulecia
2016-11-28 01:20:00.027;285;0;0;Nowy Targ
2016-11-28 01:20:01.967;791;0;0;Parking Hala Stulecia
2016-11-28 01:20:02.103;121;0;0;ul. św. Antoniego
2016-11-28 01:20:47.427;462;0;0;Renoma
2016-11-28 01:25:00.017;285;0;0;Nowy Targ
2016-11-28 01:25:01.653;791;0;0;Parking Hala Stulecia
2016-11-28 01:25:01.920;121;0;0;ul. św. Antoniego
2016-11-28 01:30:00.017;285;0;0;Nowy Targ
2016-11-28 01:30:01.393;791;0;0;Parking Hala Stulecia
2016-11-28 01:30:01.683;121;0;0;ul. św. Antoniego
2016-11-28 01:30:46.857;522;0;0;Renoma
2016-11-28 01:35:00.017;285;0;0;Nowy Targ
2016-11-28 01:35:01.407;121;0;0;ul. św. Antoniego
2016-11-28 01:35:02.017;791;0;0;Parking Hala Stulecia
2016-11-28 01:40:00.017;285;0;0;Nowy Targ
2016-11-28 01:40:01.157;121;0;0;ul. św. Antoniego
2016-11-28 01:40:01.727;791;0;0;Parking Hala Stulecia
2016-11-28 01:40:46.363;501;0;0;Renoma
2016-11-28 01:45:00.017;285;0;0;Nowy Targ
2016-11-28 01:45:01.377;791;0;0;Parking Hala Stulecia
2016-11-28 01:45:01.927;121;0;0;ul. św. Antoniego
2016-11-28 01:50:00.020;285;0;0;Nowy Targ
2016-11-28 01:50:01.720;121;0;0;ul. św. Antoniego
2016-11-28 01:50:02.050;791;0;0;Parking Hala Stulecia
2016-11-28 01:50:46.323;496;0;0;Renoma
2016-11-28 01:55:00.017;285;0;0;Nowy Targ
2016-11-28 01:55:01.473;121;0;0;ul. św. Antoniego
2016-11-28 01:55:01.800;791;0;0;Parking Hala Stulecia
2016-11-28 02:00:00.020;285;0;0;Nowy Targ
2016-11-28 02:00:01.277;121;0;0;ul. św. Antoniego
2016-11-28 02:00:01.643;791;0;0;Parking Hala Stulecia
2016-11-28 02:00:46.390;517;0;0;Renoma
2016-11-28 02:05:00.017;285;0;0;Nowy Targ
2016-11-28 02:05:01.207;121;0;1;ul. św. Antoniego
2016-11-28 02:05:01.813;791;0;0;Parking Hala Stulecia
2016-11-28 02:10:00.017;285;0;0;Nowy Targ
2016-11-28 02:10:01.473;791;0;0;Parking Hala Stulecia
2016-11-28 02:10:02.007;121;0;0;ul. św. Antoniego
2016-11-28 02:10:46.110;487;0;0;Renoma
2016-11-28 02:15:00.017;285;0;0;Nowy Targ
2016-11-28 02:15:01.860;121;0;0;ul. św. Antoniego
2016-11-28 02:15:02.107;791;0;0;Parking Hala Stulecia
2016-11-28 02:20:00.020;285;0;0;Nowy Targ
2016-11-28 02:20:01.643;121;0;0;ul. św. Antoniego
2016-11-28 02:20:01.970;791;0;0;Parking Hala Stulecia
2016-11-28 02:20:45.527;474;0;0;Renoma
2016-11-28 02:25:00.020;285;0;0;Nowy Targ
2016-11-28 02:25:01.493;121;0;0;ul. św. Antoniego
2016-11-28 02:25:01.810;791;0;0;Parking Hala Stulecia
2016-11-28 02:30:00.020;285;0;0;Nowy Targ
2016-11-28 02:30:01.300;121;0;0;ul. św. Antoniego
2016-11-28 02:30:01.603;791;0;0;Parking Hala Stulecia
2016-11-28 02:30:44.930;471;0;0;Renoma
2016-11-28 02:35:00.017;285;0;0;Nowy Targ
2016-11-28 02:35:01.377;791;0;0;Parking Hala Stulecia
2016-11-28 02:35:02.087;121;0;0;ul. św. Antoniego
2016-11-28 02:40:00.013;285;0;0;Nowy Targ
2016-11-28 02:40:01.867;121;0;0;ul. św. Antoniego
2016-11-28 02:40:02.120;791;0;0;Parking Hala Stulecia
2016-11-28 02:40:44.307;471;0;0;Renoma
2016-11-28 02:45:00.017;285;0;0;Nowy Targ
2016-11-28 02:45:01.620;121;0;0;ul. św. Antoniego
2016-11-28 02:45:01.967;791;0;0;Parking Hala Stulecia
2016-11-28 02:50:00.013;285;0;0;Nowy Targ
2016-11-28 02:50:01.473;125;0;1;ul. św. Antoniego
2016-11-28 02:50:01.767;791;0;0;Parking Hala Stulecia
2016-11-28 02:50:43.920;456;0;0;Renoma
2016-11-28 02:55:00.017;285;0;0;Nowy Targ
2016-11-28 02:55:01.300;125;0;0;ul. św. Antoniego
2016-11-28 02:55:01.583;791;0;0;Parking Hala Stulecia
2016-11-28 03:00:00.013;285;0;0;Nowy Targ
2016-11-28 03:00:01.403;791;0;0;Parking Hala Stulecia
2016-11-28 03:00:02.130;125;0;0;ul. św. Antoniego
2016-11-28 03:00:43.447;484;0;0;Renoma
2016-11-28 03:05:00.010;285;0;0;Nowy Targ
2016-11-28 03:05:01.850;125;0;0;ul. św. Antoniego
2016-11-28 03:05:02.000;791;0;0;Parking Hala Stulecia
2016-11-28 03:10:00.017;285;0;0;Nowy Targ
2016-11-28 03:10:01.670;791;0;0;Parking Hala Stulecia
2016-11-28 03:10:01.927;125;0;0;ul. św. Antoniego
2016-11-28 03:10:42.943;437;0;0;Renoma
2016-11-28 03:15:00.013;285;0;0;Nowy Targ
2016-11-28 03:15:01.850;125;0;0;ul. św. Antoniego
2016-11-28 03:15:01.903;791;0;0;Parking Hala Stulecia
2016-11-28 03:20:00.017;285;0;0;Nowy Targ
2016-11-28 03:20:01.793;791;0;0;Parking Hala Stulecia
2016-11-28 03:20:01.880;125;0;0;ul. św. Antoniego
2016-11-28 03:20:42.620;444;0;0;Renoma
2016-11-28 03:25:00.017;285;0;0;Nowy Targ
2016-11-28 03:25:01.487;791;0;0;Parking Hala Stulecia
2016-11-28 03:25:01.683;125;0;0;ul. św. Antoniego
2016-11-28 03:30:00.020;285;0;0;Nowy Targ
2016-11-28 03:30:01.530;125;0;0;ul. św. Antoniego
2016-11-28 03:30:02.143;791;0;0;Parking Hala Stulecia
2016-11-28 03:30:42.093;467;0;0;Renoma
2016-11-28 03:35:00.017;285;0;0;Nowy Targ
2016-11-28 03:35:01.240;125;0;0;ul. św. Antoniego
2016-11-28 03:35:01.870;790;1;0;Parking Hala Stulecia
2016-11-28 03:40:00.017;285;0;0;Nowy Targ
2016-11-28 03:40:01.677;791;0;1;Parking Hala Stulecia
2016-11-28 03:40:01.973;125;0;0;ul. św. Antoniego
2016-11-28 03:40:41.840;473;0;0;Renoma
2016-11-28 03:45:00.047;285;0;0;Nowy Targ
2016-11-28 03:45:01.417;791;0;0;Parking Hala Stulecia
2016-11-28 03:45:01.793;125;0;0;ul. św. Antoniego
2016-11-28 03:50:00.017;285;0;0;Nowy Targ
2016-11-28 03:50:01.610;125;0;0;ul. św. Antoniego
2016-11-28 03:50:02.123;791;0;0;Parking Hala Stulecia
2016-11-28 03:50:41.340;450;0;0;Renoma
2016-11-28 03:55:00.013;285;0;0;Nowy Targ
2016-11-28 03:55:01.330;791;0;0;Parking Hala Stulecia
2016-11-28 03:55:02.003;125;0;0;ul. św. Antoniego
2016-11-28 04:00:00.017;285;0;0;Nowy Targ
2016-11-28 04:00:01.817;125;0;0;ul. św. Antoniego
2016-11-28 04:00:01.907;791;0;0;Parking Hala Stulecia
2016-11-28 04:00:41.163;442;0;0;Renoma
2016-11-28 04:05:00.017;285;0;0;Nowy Targ
2016-11-28 04:05:01.557;791;0;0;Parking Hala Stulecia
2016-11-28 04:05:01.830;125;0;0;ul. św. Antoniego
2016-11-28 04:10:00.023;285;0;0;Nowy Targ
2016-11-28 04:10:01.610;125;0;0;ul. św. Antoniego
2016-11-28 04:10:02.157;791;0;0;Parking Hala Stulecia
2016-11-28 04:10:40.900;447;0;0;Renoma
2016-11-28 04:15:00.017;285;0;0;Nowy Targ
2016-11-28 04:15:01.363;125;0;0;ul. św. Antoniego
2016-11-28 04:15:01.533;791;0;0;Parking Hala Stulecia
2016-11-28 04:20:00.020;285;0;0;Nowy Targ
2016-11-28 04:20:01.307;791;0;0;Parking Hala Stulecia
2016-11-28 04:20:01.527;125;0;0;ul. św. Antoniego
2016-11-28 04:20:40.357;434;0;0;Renoma
2016-11-28 04:25:00.017;285;0;0;Nowy Targ
2016-11-28 04:25:01.297;125;0;0;ul. św. Antoniego
2016-11-28 04:25:01.980;791;0;0;Parking Hala Stulecia
2016-11-28 04:30:00.020;285;0;0;Nowy Targ
2016-11-28 04:30:01.713;791;0;0;Parking Hala Stulecia
2016-11-28 04:30:02.093;125;0;0;ul. św. Antoniego
2016-11-28 04:30:39.780;474;0;0;Renoma
2016-11-28 04:35:00.013;285;0;0;Nowy Targ
2016-11-28 04:35:01.367;791;0;0;Parking Hala Stulecia
2016-11-28 04:35:01.947;125;0;0;ul. św. Antoniego
2016-11-28 04:40:00.017;285;0;0;Nowy Targ
2016-11-28 04:40:01.137;125;0;0;ul. św. Antoniego
2016-11-28 04:40:01.413;791;0;0;Parking Hala Stulecia
2016-11-28 04:40:39.557;449;0;0;Renoma
2016-11-28 04:45:00.017;285;0;0;Nowy Targ
2016-11-28 04:45:01.367;791;0;0;Parking Hala Stulecia
2016-11-28 04:45:01.947;125;0;0;ul. św. Antoniego
2016-11-28 04:50:00.017;285;0;0;Nowy Targ
2016-11-28 04:50:01.237;791;0;0;Parking Hala Stulecia
2016-11-28 04:50:01.830;125;0;0;ul. św. Antoniego
2016-11-28 04:50:39.117;468;0;0;Renoma
2016-11-28 04:55:00.017;285;0;0;Nowy Targ
2016-11-28 04:55:01.627;125;0;0;ul. św. Antoniego
2016-11-28 04:55:01.967;791;0;0;Parking Hala Stulecia
2016-11-28 05:00:00.017;285;0;0;Nowy Targ
2016-11-28 05:00:01.497;791;0;0;Parking Hala Stulecia
2016-11-28 05:00:01.733;125;0;0;ul. św. Antoniego
2016-11-28 05:00:38.807;439;0;0;Renoma
2016-11-28 05:05:00.017;285;0;0;Nowy Targ
2016-11-28 05:05:01.487;125;0;0;ul. św. Antoniego
2016-11-28 05:05:02.157;791;0;0;Parking Hala Stulecia
2016-11-28 05:10:00.017;285;0;0;Nowy Targ
2016-11-28 05:10:01.463;125;0;0;ul. św. Antoniego
2016-11-28 05:10:01.883;791;0;0;Parking Hala Stulecia
2016-11-28 05:10:38.603;511;0;0;Renoma
2016-11-28 05:15:00.017;285;0;0;Nowy Targ
2016-11-28 05:15:01.407;125;0;0;ul. św. Antoniego
2016-11-28 05:15:01.850;791;0;0;Parking Hala Stulecia
2016-11-28 05:20:00.020;285;0;0;Nowy Targ
2016-11-28 05:20:01.367;791;0;0;Parking Hala Stulecia
2016-11-28 05:20:01.663;125;0;0;ul. św. Antoniego
2016-11-28 05:20:38.507;501;0;0;Renoma
2016-11-28 05:25:00.017;286;0;1;Nowy Targ
2016-11-28 05:25:01.440;791;0;0;Parking Hala Stulecia
2016-11-28 05:25:02.137;125;0;0;ul. św. Antoniego
2016-11-28 05:30:00.020;286;0;0;Nowy Targ
2016-11-28 05:30:01.280;125;0;0;ul. św. Antoniego
2016-11-28 05:30:01.643;791;0;0;Parking Hala Stulecia
2016-11-28 05:30:38.273;494;0;0;Renoma
2016-11-28 05:35:00.017;286;0;0;Nowy Targ
2016-11-28 05:35:01.337;791;0;0;Parking Hala Stulecia
2016-11-28 05:35:01.627;125;0;0;ul. św. Antoniego
2016-11-28 05:40:00.020;286;0;0;Nowy Targ
2016-11-28 05:40:01.430;791;0;0;Parking Hala Stulecia
2016-11-28 05:40:01.967;125;0;0;ul. św. Antoniego
2016-11-28 05:40:37.837;511;0;0;Renoma
2016-11-28 05:45:00.017;286;0;0;Nowy Targ
2016-11-28 05:45:01.787;125;0;0;ul. św. Antoniego
2016-11-28 05:45:02.180;791;0;0;Parking Hala Stulecia
2016-11-28 05:50:00.020;285;1;0;Nowy Targ
2016-11-28 05:50:01.557;125;0;0;ul. św. Antoniego
2016-11-28 05:50:01.920;791;0;0;Parking Hala Stulecia
2016-11-28 05:50:37.660;474;0;0;Renoma
2016-11-28 05:55:00.027;285;0;0;Nowy Targ
2016-11-28 05:55:01.437;791;0;0;Parking Hala Stulecia
2016-11-28 05:55:01.750;125;0;0;ul. św. Antoniego
2016-11-28 06:00:00.023;285;0;0;Nowy Targ
2016-11-28 06:00:01.197;124;1;0;ul. św. Antoniego
2016-11-28 06:00:01.607;791;0;0;Parking Hala Stulecia
2016-11-28 06:00:37.613;507;0;0;Renoma
2016-11-28 06:05:00.017;285;0;0;Nowy Targ
2016-11-28 06:05:01.340;791;0;0;Parking Hala Stulecia
2016-11-28 06:05:01.570;124;0;0;ul. św. Antoniego
2016-11-28 06:10:00.020;285;0;0;Nowy Targ
2016-11-28 06:10:01.343;124;0;0;ul. św. Antoniego
2016-11-28 06:10:02.183;791;0;0;Parking Hala Stulecia
2016-11-28 06:10:37.447;443;0;0;Renoma
2016-11-28 06:15:00.013;287;0;2;Nowy Targ
2016-11-28 06:15:01.410;791;0;0;Parking Hala Stulecia
2016-11-28 06:15:01.550;124;0;0;ul. św. Antoniego
2016-11-28 06:20:00.020;287;0;0;Nowy Targ
2016-11-28 06:20:01.157;125;0;1;ul. św. Antoniego
2016-11-28 06:20:01.513;791;0;0;Parking Hala Stulecia
2016-11-28 06:20:36.897;462;0;0;Renoma
2016-11-28 06:25:00.017;286;1;0;Nowy Targ
2016-11-28 06:25:01.327;125;0;0;ul. św. Antoniego
2016-11-28 06:25:02.027;791;0;0;Parking Hala Stulecia
2016-11-28 06:30:00.020;286;0;0;Nowy Targ
2016-11-28 06:30:01.147;124;1;0;ul. św. Antoniego
2016-11-28 06:30:01.737;791;0;0;Parking Hala Stulecia
2016-11-28 06:30:36.840;514;0;0;Renoma
2016-11-28 06:35:00.027;286;0;0;Nowy Targ
2016-11-28 06:35:01.523;122;1;1;ul. św. Antoniego
2016-11-28 06:35:02.160;791;0;0;Parking Hala Stulecia
2016-11-28 06:40:00.017;286;0;0;Nowy Targ
2016-11-28 06:40:01.383;791;0;0;Parking Hala Stulecia
2016-11-28 06:40:01.703;122;0;0;ul. św. Antoniego
2016-11-28 06:40:36.843;480;0;0;Renoma
2016-11-28 06:45:00.017;287;0;1;Nowy Targ
2016-11-28 06:45:01.607;122;0;1;ul. św. Antoniego
2016-11-28 06:45:02.063;791;0;0;Parking Hala Stulecia
2016-11-28 06:50:00.017;286;1;0;Nowy Targ
2016-11-28 06:50:01.670;791;0;0;Parking Hala Stulecia
2016-11-28 06:50:01.863;122;0;0;ul. św. Antoniego
2016-11-28 06:50:36.137;475;0;0;Renoma
2016-11-28 06:55:00.017;285;2;1;Nowy Targ
2016-11-28 06:55:01.170;122;0;0;ul. św. Antoniego
2016-11-28 06:55:01.340;791;0;0;Parking Hala Stulecia
2016-11-28 07:00:00.017;283;2;0;Nowy Targ
2016-11-28 07:00:01.230;126;0;1;ul. św. Antoniego
2016-11-28 07:00:01.993;791;1;1;Parking Hala Stulecia
2016-11-28 07:00:35.987;487;0;0;Renoma
2016-11-28 07:05:00.013;279;4;0;Nowy Targ
2016-11-28 07:05:01.460;791;0;0;Parking Hala Stulecia
2016-11-28 07:05:01.597;126;0;0;ul. św. Antoniego
2016-11-28 07:10:00.017;275;4;0;Nowy Targ
2016-11-28 07:10:01.490;126;0;0;ul. św. Antoniego
2016-11-28 07:10:01.737;791;0;0;Parking Hala Stulecia
2016-11-28 07:10:35.363;425;0;0;Renoma
2016-11-28 07:15:00.013;274;1;0;Nowy Targ
2016-11-28 07:15:01.377;126;1;1;ul. św. Antoniego
2016-11-28 07:15:01.750;791;0;0;Parking Hala Stulecia
2016-11-28 07:20:00.017;270;5;1;Nowy Targ
2016-11-28 07:20:01.203;126;0;0;ul. św. Antoniego
2016-11-28 07:20:01.523;791;0;0;Parking Hala Stulecia
2016-11-28 07:20:34.910;480;0;0;Renoma
2016-11-28 07:25:00.017;267;3;0;Nowy Targ
2016-11-28 07:25:01.397;126;0;0;ul. św. Antoniego
2016-11-28 07:25:02.040;791;0;0;Parking Hala Stulecia
2016-11-28 07:30:00.017;266;2;1;Nowy Targ
2016-11-28 07:30:01.363;126;0;0;ul. św. Antoniego
2016-11-28 07:30:01.810;791;0;0;Parking Hala Stulecia
2016-11-28 07:30:34.627;480;0;0;Renoma
2016-11-28 07:35:00.013;259;8;1;Nowy Targ
2016-11-28 07:35:01.257;126;0;0;ul. św. Antoniego
2016-11-28 07:35:01.680;791;0;0;Parking Hala Stulecia
2016-11-28 07:40:00.013;250;9;0;Nowy Targ
2016-11-28 07:40:01.307;126;0;0;ul. św. Antoniego
2016-11-28 07:40:01.990;791;0;0;Parking Hala Stulecia
2016-11-28 07:40:34.260;438;0;0;Renoma
2016-11-28 07:45:00.023;241;9;0;Nowy Targ
2016-11-28 07:45:01.227;126;0;0;ul. św. Antoniego
2016-11-28 07:45:01.787;791;0;0;Parking Hala Stulecia
2016-11-28 07:50:00.017;232;9;0;Nowy Targ
2016-11-28 07:50:01.470;125;1;0;ul. św. Antoniego
2016-11-28 07:50:02.147;791;0;0;Parking Hala Stulecia
2016-11-28 07:50:34.230;507;0;0;Renoma
2016-11-28 07:55:00.020;222;10;0;Nowy Targ
2016-11-28 07:55:01.570;125;0;0;ul. św. Antoniego
2016-11-28 07:55:02.133;791;0;0;Parking Hala Stulecia
2016-11-28 08:00:00.017;221;3;2;Nowy Targ
2016-11-28 08:00:01.367;791;1;0;Parking Hala Stulecia
2016-11-28 08:00:01.697;124;1;0;ul. św. Antoniego
2016-11-28 08:00:34.043;427;0;0;Renoma
2016-11-28 08:05:00.017;217;5;1;Nowy Targ
2016-11-28 08:05:01.217;122;2;0;ul. św. Antoniego
2016-11-28 08:05:01.583;792;0;1;Parking Hala Stulecia
2016-11-28 08:10:00.023;211;7;1;Nowy Targ
2016-11-28 08:10:01.423;121;1;0;ul. św. Antoniego
